2018-03-05T19:59:04+0000|2018-03-05 16:59:04|SEG|761478707250442_1717176835013953|2|0|0|0|0|0|
2018-03-05T14:15:27+0000|2018-03-05 11:15:27|SEG|761478707250442_1716886281709675|12|2|0|0|0|0|
2018-02-28T20:30:44+0000|2018-02-28 17:30:44|QUA|761478707250442_1711881198876850|11|0|0|0|0|0|
2018-02-28T19:57:10+0000|2018-02-28 16:57:10|QUA|761478707250442_1711847838880186|37|5|0|0|0|0|
2018-02-28T13:51:24+0000|2018-02-28 10:51:24|QUA|761478707250442_1711544905577146|17|0|0|0|0|0|
2018-02-27T12:55:04+0000|2018-02-27 09:55:04|TER|761478707250442_1710452202353083|7|0|0|0|0|0|
2018-02-26T20:02:55+0000|2018-02-26 17:02:55|SEG|761478707250442_1709807082417595|25|1|0|1|0|0|
2018-02-26T14:49:20+0000|2018-02-26 11:49:20|SEG|761478707250442_1709575385774098|12|0|0|0|0|0|
2018-02-26T11:15:16+0000|2018-02-26 08:15:16|SEG|761478707250442_1709403249124645|30|0|0|0|0|0|
2018-02-23T12:53:04+0000|2018-02-23 09:53:04|SEX|761478707250442_1706331506098486|8|1|0|0|0|0|
2018-02-22T17:18:33+0000|2018-02-22 14:18:33|QUI|761478707250442_1705554116176225|58|3|0|0|0|0|
2018-02-21T14:06:38+0000|2018-02-21 11:06:38|QUA|761478707250442_1704324872965816|17|0|0|0|0|0|
2018-02-20T14:21:14+0000|2018-02-20 11:21:14|TER|761478707250442_1703330753065228|15|0|0|0|0|0|
2018-02-20T13:00:08+0000|2018-02-20 10:00:08|TER|761478707250442_1703248729740097|3|1|0|0|0|0|
2018-02-15T15:43:50+0000|2018-02-15 13:43:50|QUI|761478707250442_1698072580257712|21|2|0|0|0|0|
2018-02-15T15:34:02+0000|2018-02-15 13:34:02|QUI|761478707250442_1698064116925225|47|1|0|1|0|0|
2018-02-15T13:08:05+0000|2018-02-15 11:08:05|QUI|761478707250442_1697923576939279|14|0|0|0|0|0|
2018-02-13T14:00:07+0000|2018-02-13 12:00:07|TER|761478707250442_1695816347150002|11|0|0|0|0|0|
2018-02-13T12:30:05+0000|2018-02-13 10:30:05|TER|761478707250442_1695743670490603|7|0|0|0|0|0|
2018-02-10T00:36:05+0000|2018-02-09 22:36:05|SAB|761478707250442_1692170137514623|19|0|0|0|0|0|
2018-02-08T19:28:03+0000|2018-02-08 17:28:03|QUI|761478707250442_1690927364305567|16|0|0|0|0|0|
2018-02-08T19:23:17+0000|2018-02-08 17:23:17|QUI|761478707250442_1690923760972594|23|0|0|5|3|0|
2018-02-08T19:14:59+0000|2018-02-08 17:14:59|QUI|761478707250442_1690915594306744|16|0|0|0|0|0|
2018-02-08T19:09:53+0000|2018-02-08 17:09:53|QUI|761478707250442_1690911360973834|172|7|0|4|0|0|
2018-02-08T18:02:27+0000|2018-02-08 16:02:27|QUI|761478707250442_1690861057645531|1|0|0|0|0|0|
2018-02-07T15:22:34+0000|2018-02-07 13:22:34|QUA|761478707250442_1689759381089032|20|0|0|0|0|0|
2018-02-06T17:22:43+0000|2018-02-06 15:22:43|TER|761478707250442_1688890174509286|15|0|0|0|0|0|
2018-02-06T16:01:05+0000|2018-02-06 14:01:05|TER|761478707250442_1688827431182227|10|0|0|0|0|0|
2018-02-06T13:49:12+0000|2018-02-06 11:49:12|TER|761478707250442_1688726334525670|20|0|0|0|0|0|
2018-02-01T18:41:04+0000|2018-02-01 16:41:04|QUI|761478707250442_1683994471665523|15|0|0|0|0|0|
2018-02-01T09:23:42+0000|2018-02-01 07:23:42|QUI|761478707250442_1683555661709404|39|0|0|0|0|0|
2018-01-30T16:47:03+0000|2018-01-30 14:47:03|TER|761478707250442_1681947865203517|25|1|0|0|0|0|
2018-01-30T16:00:08+0000|2018-01-30 14:00:08|TER|761478707250442_1681913121873658|6|0|0|0|0|0|
2018-01-30T13:04:13+0000|2018-01-30 11:04:13|TER|761478707250442_1681764661888504|27|1|0|0|0|0|
2018-01-29T10:53:32+0000|2018-01-29 08:53:32|SEG|761478707250442_1680623565335947|26|2|0|0|0|0|
2018-01-26T13:07:34+0000|2018-01-26 11:07:34|SEX|761478707250442_1677598522305118|19|0|0|0|0|0|
2018-01-25T19:09:05+0000|2018-01-25 17:09:05|QUI|761478707250442_1676852119046425|16|0|0|0|0|0|
2018-01-25T19:06:05+0000|2018-01-25 17:06:05|QUI|761478707250442_1676849905713313|10|0|0|0|0|0|
2018-01-25T13:02:56+0000|2018-01-25 11:02:56|QUI|761478707250442_1676540595744244|17|0|0|0|0|0|
2018-01-25T10:28:46+0000|2018-01-25 08:28:46|QUI|761478707250442_1676422495756054|46|1|0|0|0|0|
2018-01-24T13:18:28+0000|2018-01-24 11:18:28|QUA|761478707250442_1675535819178055|10|0|0|0|0|0|
2018-01-23T11:03:15+0000|2018-01-23 09:03:15|TER|761478707250442_1674402149291422|48|1|0|0|0|0|
2018-01-22T16:55:04+0000|2018-01-22 14:55:04|SEG|761478707250442_1673640799367557|8|1|0|0|0|0|
2018-01-19T10:43:23+0000|2018-01-19 08:43:23|SEX|761478707250442_1670227336375570|32|2|0|1|0|0|
2018-01-18T18:32:04+0000|2018-01-18 16:32:04|QUI|761478707250442_1669613803103590|9|0|0|0|0|0|
